JudgementNo,CropID,JudgementYear,JudgementRegionID,ApplyCompany,IsTransgenosis,VarietySource,VarietyCharacter,OutputExpression,PlantRequirment,JudgementSuggestion
豫审麦20180013,小麦,2018,河南省,河南先耕农业科技有限公司,否,周麦12/豫麦49,半冬性品种，全生育期231～233天，平均与对照品种周麦18熟期相当。幼苗半匍匐，苗期叶片窄、长，分蘖力强。春季起身拔节早，两极分化快，苗脚利索，抽穗早，耐倒春寒能力一般。株高77.3～82.7厘米，株型略松散，茎秆弹性好，抗倒性较好。旗叶较大、上举，穗下节短，穗部蜡质重，穗层较整齐。耐后期高温，熟相中等。穗长方形，长芒，白壳，白粒，籽粒半角质，饱满度中等。亩穗数36.7～40.0万，穗粒数33.0～36.6粒，千粒重43.0～47.6克。抗病鉴定：高抗条锈病，中感叶锈病、白粉病和纹枯病，高感赤霉病。品质结果：2015年检测，蛋白质含量14.66%，容重800克/升，湿面筋含量30.3%，降落数值419秒，沉淀指数70毫升，吸水量60.9毫升/100克，形成时间3.5分钟，稳定时间4.7分钟，弱化度101FU，出粉率72.6%，硬度63HI；2016年检测，蛋白质含量14.20%，容重760克/升，湿面筋含量32.0%，降落数值376秒，沉淀指数58毫升，吸水量59.3毫升/100克，形成时间4.3分钟，稳定时间5.1分钟，弱化度108FU，出粉率66.7%，硬度67HI，延伸性167毫米，最大拉伸阻力238EU，拉伸面积54平方厘米。,2014～2015年度参加河南省小麦冬水组区域试验，增产点率80.0%，平均亩产523.4千克，比对照增产1.1%；2015～2016年度续试，增产点率100%，平均亩产557.0千克，比对照增产7.1%；2016～2017年度生产试验，增产点率92.9%，平均亩产553.7千克，比对照增产5.6%。,适宜播种期10月上中旬，每亩适宜基本苗15～20万。注意防治蚜虫、叶锈病、白粉病、赤霉病和纹枯病等病虫害。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）早中茬地种植。
豫审麦2005003,小麦,2005,河南省,河南科技大学农学院,否,Ta1C7S//(豫麦25/郸选912)F1,"弱春性多穗型品种,生育期226天。幼苗直立,叶色深绿,抗寒性一般,分蘖力中等,成穗率高;株型紧凑,旗叶稍披有干尖,叶片细长,株高75cm左右,茎秆坚韧抗倒;穗纺锤形,穗层整齐,大穗,遇“倒春寒”穗上部有不育小穗;后期不耐高温,熟相较好;籽粒饱满、半角质,黑胚率较低,外观商品性好;成产三要素为:亩成穗数43.7万,穗粒数38.5粒,千粒重39.4克。",,"1、播期:适宜播期为10月中下旬。2、播量:亩播量为6-7.5kg,基本苗在12-15万/亩为宜。3、高产栽培的主攻方向为配方施肥、均衡营养、前氮后移,科学管理,防病治虫,提高粒重。",
豫审麦20210084,小麦,2021,河南省,河南省豫玉种业股份有限公司、河南神华种业有限公司,否,周16／提葡,"半冬性品种，全生育期220.3～228.3天，平均熟期比对照品种百农207早熟1.2天。幼苗半匍匐，叶色浓绿，苗势较壮，冬季抗寒性较好，分蘖力强,成穗率中等。春季起身拔节稍晚。株高75.4～79.0厘米，株型紧凑，抗倒性较好。旗叶上举，穗层较厚，熟相好。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数37.8～40.3万，穗粒数34.1～35.7粒，千粒重46.6～49.4克。抗病鉴定：中抗条锈病和纹枯病，中感叶锈病和白粉病，高感赤霉病。品质结果：2019年、2020年检测，蛋白质含量14.9%、14.0%，容重753克/升、786克/升，湿面筋含量31.1%、32.2%，吸水量61.1毫升/100克、57.5毫升/100克，稳定时间6.5分钟、3.3分钟，拉伸面积47平方厘米、57平方厘米，最大拉伸阻力264EU、272EU。",2018～2019年度河南省同创科企联合体冬水组区试，13点汇总，增产点率84.6%，平均亩产605.9公斤，比对照品种百农207增产8.1%；2019～2020年度续试，13点汇总，增产点率84.6%，平均亩产558.3公斤，比对照品种百农207增产4.8%；2019～2020年度生产试验，12点汇总，增产点率75.0%，平均亩产550.5公斤，比对照品种百农207增产2.8%。,适宜播种期10月上中旬，每亩适宜基本苗16～22万。注意防治蚜虫、赤霉病、叶锈病和白粉病等病虫害，预防倒春寒，高水肥地块种植注意防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）高中水肥地块早中茬地种植。
豫审麦20210097,小麦,2021,河南省,河南金粒种业有限公司,否,JL501/郑麦7698,半冬性品种，全生育期212.0～232.0天，平均熟期比对照品种周麦18早熟0.7天。幼苗半匍匐，苗期叶片细长，叶色绿，苗势较壮，冬季抗寒性一般，分蘖力较强，成穗率较高。春季起身拔节略晚，两极分化较快，抽穗较早，耐倒春寒能力一般。株高69.2～77.4厘米，株型偏松散，抗倒性一般。旗叶小，穗下节长，穗层整齐，熟相较好。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数39.0～41.2万，穗粒数31.0～34.6粒，千粒重45.5～47.9克。抗病鉴定：中感条锈病、叶锈病、白粉病和纹枯病，高感赤霉病。品质结果：2018年、2019年检测，蛋白质含量14.9%、14.3%，容重806克/升、802克/升，湿面筋含量33.0%、27.4%，吸水量57.1毫升/100克、62.5毫升/100克，稳定时间3.3分钟、6.1分钟，拉伸面积68平方厘米、52平方厘米，最大拉伸阻力305EU、313EU。,2017～2018年度河南炎黄小麦新品种测试联合体冬水组区试，11点汇总，增产点率72.7%，平均亩产457.3公斤，比对照品种周麦18增产5.2%；2018～2019年度河南中洲小麦新品种试验联合体续试，13点汇总，增产点率84.6%，平均亩产612.5公斤，比对照品种周麦18增产5.5%；2019～2020年度河南中洲小麦新品种试验联合体生产试验，14点汇总，增产点率100.0%，平均亩产563.0公斤，比对照品种周麦18增产5.5%。,适宜播种期10月上中旬，每亩适宜基本苗18～22万。注意防治蚜虫、赤霉病、条锈病、叶锈病、白粉病和纹枯病等病虫害，预防倒春寒，高水肥地块种植注意防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）高中水肥地块早中茬地种植。
豫审麦20220058,小麦,2022,河南省,许昌金地种业有限公司,否,矮败小麦轮选群体选择,半冬性品种，全生育期226.8～230.5天，平均熟期比对照品种百农207早熟0.2天。幼苗半直立，叶色深绿，苗势壮，分蘖力较强，成穗率中等。株高76.2～79.9厘米，株型较紧凑，抗倒性较好。穗下节较长，穗层较整齐，熟相好。穗纺锤形，短芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数39.6～41.5万，穗粒数35.8～38.8粒，千粒重44.8～45.9克。抗病鉴定：中感条锈病、白粉病和纹枯病，高感叶锈病和赤霉病。品质结果：2019年、2020年检测，蛋白质含量13.1%、10.7%，容重768克/升、818克/升，湿面筋含量27.5%、23.7%，吸水量54.6毫升/100克、59.7毫升/100克，稳定时间1.7分钟、3.0分钟，拉伸面积27平方厘米、32平方厘米，最大拉伸阻力118EU、151EU。,2018～2019年度河南矮败小麦创新联合体冬水组区试，增产点率68.8%，平均亩产600.4公斤，比对照品种百农207增产9.1%；2019～2020年度续试，增产点率85.7%，平均亩产540.3公斤，比对照品种百农207增产6.6%；2020～2021年度生产试验，增产点率100.0%，平均亩产572.4公斤，比对照品种百农207增产6.6%。,适宜播种期10月上中旬，每亩适宜基本苗18～24万。注意防治蚜虫、叶锈病、赤霉病、条锈病、白粉病和纹枯病等病虫害，预防倒春寒。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）高中水肥地块早中茬地种植。
豫审麦2015018,小麦,2015,河南省,洛阳太学农作物研究所,否,偃展4110/周麦16,特征特性：属弱春性中早熟品种，全生育期223.4～226.5天。幼苗半直立，叶片宽大，叶色浅绿；冬季抗寒性好，分蘖力一般，成穗率中等，春季起身拔节晚，两极分化快，抽穗较早，抗倒春寒能力弱；株型松散，旗叶上举，穗下节长，株高79.7～83.8cm，茎秆弹性弱，抗倒性一般；纺缍型大穗，长芒，白壳，白粒，籽粒角质，饱满度一般；耐后期高温，落黄好。产量构成三因素：亩穗数38.6～40.4万，穗粒数33.2～34.6粒，千粒重44.8～47.6g。rn抗病鉴定：2013～2014年连续两年河南省农业科学院植物保护研究所抗病鉴定：中感条锈病，中感叶锈病，中感白粉病，中感纹枯病，高感赤霉病。rn品质分析：2013年农业部农产品质量监督检验测试中心(郑州)检测：蛋白质15.11%，湿面筋30.2%，容重760g/L，白度75.0%，沉淀指数70ml，硬度63HI，降落数值258S，吸水量61.5ml/100g，形成时间3.0min，稳定时间3.2min，弱化度104F.U.，出粉率72.3%；2014年检测，蛋白质15.04%，湿面筋29.0%，容重772g/L，白度72.0%，沉淀指数63ml，硬度64HI，降落数值515S，吸水量64.6ml/100g，形成时间3.2min，稳定时间2.7min，弱化度131F.U.，出粉率72.7%。rn,2012～2013年度河南省春水A组区域试验，15点汇总，12点增产，3点减产，增产点率80.0%，平均亩产468.4kg，比对照品种偃展4110增产4.3%，显著，居12个参试品种第8位；2013～2014年度河南省春水A组区域试验，13点汇总，10点增产，3点减产，增产点率76.9%，平均亩产528.3kg，比对照品种偃展4110增产5.5%，极显著，居14个参试品种第9位。2014～2015年度河南省春水组生产试验，14点汇总，14点增产，平均亩产513.9kg，比对照品种偃展4110增产7.3%，居8个参试品种第3位。,1、播期和播量：播期10月15～30日，最佳播期10月18～25日；播量8～10kg，如延期播种，以每推迟3天增加0.5kg播量。rn2、田间管理：施足底肥，有机肥与化肥配合，亩施肥量纯氮12kg，五氧化二磷7.5kg，氧化钾7.0kg；拔节期每亩追尿素5kg，结合田间化学除草进行化控，以降低株高，及时浇好拔节水和孕穗水，进行纹枯病防治；灌浆期用磷酸二氢钾、粉锈宁、加氧化乐果混合喷雾，间隔7天田间喷雾2次，增加粒重，防病治虫。rn,该品种符合河南省小麦品种审定标准，通过审定。
豫审麦20220069,小麦,2022,河南省,河南省金马种业有限公司,否,周麦16//小偃16/豫农413,半冬性品种，全生育期220.8～226.8天，平均熟期比对照品种百农207早熟0.4天。幼苗直立，叶色深绿，苗势壮，分蘖力强。株高75.2～81.6厘米，株型紧凑，抗倒性较好。旗叶上冲，穗层整齐，熟相较好。穗纺锤形，长芒，白壳，白粒，饱满度较好。亩穗数35.9～39.4万，穗粒数39.1～40.3粒，千粒重45.2～47.2克。抗病鉴定：中感条锈病、叶锈病、纹枯病和白粉病，高感赤霉病。品质结果：2020年、2021年检测，蛋白质含量15.8%、14.5%，容重826克/升、816克/升，湿面筋含量37.0%、36.8%，吸水量64.5毫升/100克、61.3毫升/100克，稳定时间7.2分钟、6.2分钟，拉伸面积65平方厘米、75平方厘米，最大拉伸阻力284EU、302EU。,2018～2019年度河南省黄淮小麦品种试验联合体冬水组区试，增产点率91.7%，平均亩产585.0公斤，比对照品种百农207增产4.7%；2019～2020年度续试，增产点率92.3%，平均亩产537.2公斤，比对照品种百农207增产5.4%；2020～2021年度生产试验，增产点率100.0%，平均亩产589.0公斤，比对照品种百农207增产7.3%。,适宜播种期10月上中旬，每亩适宜基本苗14～20万。注意防治蚜虫、赤霉病、条锈病、叶锈病、纹枯病和白粉病等病虫害，预防倒春寒。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）高中水肥地块早中茬地种植。
豫审麦2008002,小麦,2008,河南省,河南金豫强盛种业科技有限公司,否,郑农16/豫麦14,"属半冬性多穗型中熟品种,全生育期227天,比对照豫麦49晚熟2天。幼苗直立,叶片较长,苗势壮,抗寒性较好;分蘖力较强,成穗率偏低;春季起身拔节较晚,抽穗迟;株高85cm,茎秆弹性弱,抗倒伏能力一般;株型紧凑,旗叶宽大直立,干尖较明显;耐后期高温,成熟落黄好;长方型穗,穗层较厚,长芒、白壳、籽粒半角质,饱满,千粒重高。平均亩成穗数39.0万,穗粒数31.3粒,千粒重50.1g。",,"1、播期和播量:适宜播期10月10-25日,最佳播期10月15日左右;高肥力地块亩播量7-9kg,中低肥力可适当增加播量。2、田间管理:施足底肥,一般亩施纯氮12kg,五氧化二磷7.5kg,氧化钾7.5kg;拔节后每亩追施尿素6kg;拔节期结合田间化学除草适当进行化控,以降低株高,同时进行纹枯病的防治;灌浆期喷施磷酸二氢钾,后期注意防治叶锈病。",
豫审麦20190027,小麦,2019,河南省,河南众福园种业有限公司,否,陕175/周麦16,半冬性品种，全生育期218.2～232.8天，平均熟期比对照品种周麦18早熟1.2天。幼苗半直立，叶色浓绿，苗势一般，分蘖力一般，成穗率较高，冬季抗寒性一般。春季起身拔节稍迟，两极分化快，抽穗较早。株高76.1～79.6厘米，株型松散，抗倒性一般。旗叶较宽，穗下节长，穗层整齐，熟相一般。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度一般。亩穗数35.4～40.4万，穗粒数33.2～34.0粒，千粒重44.7～49.3克。,2015～2016年度河南省冬水组区试，12点汇总，达标点率91.7%，平均亩产517.0公斤，比对照品种周麦18减产0.6%，不显著；2016～2017年度续试，13点汇总，达标点率92.3%，平均亩产531.5公斤，比对照品种周麦18增产3.0%；2017～2018年度生产试验，15点汇总，达标点率100%，平均亩产466.5公斤，比对照品种周麦18增产5.0%。,适宜播种期10月上中旬，每亩适宜基本苗16～18万。注意防治蚜虫、叶锈病、纹枯病、赤霉病和条锈病等病虫害，注意预防倒春寒，高水肥地块种植注意防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）早中茬地种植。
豫审麦20200053,小麦,2020,河南省,河南锦绣农业科技有限公司,否,新麦19/周麦16,半冬性品种，全生育期221.5～234.6天，平均熟期比对照品种周麦18晚熟0.2天。幼苗半匍匐，叶色深绿，苗势壮，分蘖力较强，成穗率较高。春季起身拔节快，两极分化快，耐倒春寒能力一般。株高75.2～78.0厘米，株型偏松散，抗倒性一般。旗叶较小，穗下节较长，穗层较厚。穗纺缍形，长芒，白壳，白粒，籽粒半角质，饱满度好。亩穗数37.8～45.1万，穗粒数33.7～42.1粒，千粒重40.2～42.6克。,"2017～2018年度河南泽熙农作物联合体冬水组区试，13点汇总，增产点率76.9%，平均亩产425.2公斤，比对照品种周麦18增产5.9%；2018～2019年度续试, 15点汇总，增产点率80.0%，平均亩产614.5公斤，比对照品种周麦18增产3.6%；2018～2019年度生产试验，13点汇总，增产点率84.6%，平均亩产607.1公斤，比对照品种周麦18增产3.0%。",适宜播种期10月上中旬，每亩适宜基本苗14～16万。注意防治蚜虫、赤霉病、叶锈病、白粉病和纹枯病等病虫害，注意预防倒春寒，高水肥地块种植注意防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）早中茬地种植。
豫审麦20200016,小麦,2020,河南省,河南菊城农业科技有限公司,否,开麦18/周麦16,半冬性品种，全生育期216.7～231.1天，平均熟期比对照品种周麦18早熟0.5天。幼苗半直立，叶色深绿，苗势壮，分蘖力一般。春季起身拔节早，两极分化快，抽穗较晚，耐倒春寒能力一般。株高77.3～80.6厘米，株型偏松散，抗倒性中等。穗下节较长，穗层不整齐，熟相一般。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数36.5～39.5万，穗粒数31.7～35.5粒，千粒重44.7～51.4克。,2017～2018年度河南省冬水组区试，15点汇总，增产点率93.3%，平均亩产445.5公斤，比对照品种周麦18增产6.3%；2018～2019年度续试，14点汇总，增产点率92.9%，平均亩产598.5公斤，比对照品种周麦18增产3.8%；2018～2019年度生产试验，16点汇总，增产点率93.8%，平均亩产588.3公斤，比对照品种周麦18增产3.1%。,适宜播种期10月上中旬，每亩适宜基本苗16～20万。注意防治蚜虫、纹枯病、赤霉病、叶锈病和白粉病等病虫害，注意预防倒春寒。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）早中茬地种植。
豫审麦20210008,小麦,2021,河南省,河南地丰种业有限公司,否,百农AK58/周麦22,半冬性品种，全生育期223.3～231.2天，平均熟期比对照品种百农207早熟0.5天。幼苗半直立，叶色浓绿，苗势壮，冬季抗寒性好，分蘖力一般，成穗率中等。春季起身拔节晚，两极分化快，耐倒春寒能力一般。株高81.8～84.9厘米，株型松紧适中，抗倒性中等。旗叶较长，穗下节长，穗层不整齐，熟相一般。穗长方形，长芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数38.0～39.3万，穗粒数35.0～36.2粒，千粒重47.8～49.5克。抗病鉴定：高抗条锈病，中感叶锈病、白粉病和纹枯病，高感赤霉病。品质结果：2019年、2020年检测，蛋白质含量14.3%、14.4%，容重774克/升、806克/升，湿面筋含量29.2%、34.2%，吸水量55.4毫升/100克、56.8毫升/100克，稳定时间2.3分钟、2.8分钟，拉伸面积28平方厘米、37平方厘米，最大拉伸阻力135EU、162EU。,2018～2019年度河南省冬水组区试，14点汇总，增产点率100.0%，平均亩产606.0公斤，比对照品种百农207增产8.5%；2019～2020年度续试，15点汇总，增产点率100.0%，平均亩产535.7公斤，比对照品种百农207增产8.8%；2019～2020年度生产试验，16点汇总，增产点率93.8%，平均亩产573.1公斤，比对照品种百农207增产4.4%。,适宜播种期10月上中旬，每亩适宜基本苗16～20万。注意防治蚜虫、赤霉病、叶锈病、白粉病和纹枯病等病虫害，预防倒春寒，高水肥地块种植注意防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）高中水肥地块早中茬地种植。
豫审麦2015002,小麦,2015,河南省,河南俊达种业有限公司,否,周麦13/豫麦49rn,属半冬性中晚熟品种，全生育期224.3-233.9天。幼苗半匍匐，苗期叶片较窄、上举，叶色浓绿，冬季抗寒性较好；分蘖力中等，成穗率较高，春季起身、抽穗略晚，抗倒春寒能力一般；株型较松散，旗叶短小上举，穗下节间长，茎秆及穗蜡质厚，株高80.0-80.8cm，抗倒伏能力一般；长方型穗，穗层整齐，长芒，白壳，白粒，半角质，有黑胚；后期耐热性好，落黄一般。产量构成三要素：亩穗数35.3-37.9万，穗粒数32.3-34.6粒，千粒重45.5-50.6g。抗病鉴定：2011-2013年河南省农业科学院植物保护研究所接种鉴定：中抗条锈病，中感叶锈病、白粉病和纹枯病，高感赤霉病。品质分析：2012年农业部农产品质量监督检验测试中心 (郑州)检测：蛋白质含量14.90%，容重773g/L，湿面筋含量29.5%，降落数值275s，沉淀指数61mL，吸水量61.4mL/100g，形成时间3.2min，稳定时间3.8min，弱化度123F.U，硬度63HI，白度73.4%，出粉率66.8%。2013年检测，蛋白质含量15.33%，容重753g/L，湿面筋含量31.4%，降落数值181s，沉淀指数62mL，吸水量62.8mL/100g，形成时间2.5min，稳定时间2.1min，弱化度200F.U.，硬度65HI，白度71.8%，出粉率70.3%。rn,2011-2012年河南省水地冬水Ⅰ组区域试验，12点汇总，7点增产，5点减产，增产点率58.3%，平均亩产458.4kg，比对照品种周麦18增产1.3%，不显著，居15个参试品种的第3位；2012-2013年河南省水地冬水Ⅲ组区域试验，13点汇总，8点增产，5点减产，增产点率61.5%，平均亩产495.2kg，比对照品种周麦18增产0.9%，不显著，居15个参试品种的第10位。2013-2014年度参加河南省冬水Ⅱ组生产试验，16点汇总，16点增产，平均亩产564.1kg，比对照品种周麦18增产4.9%，居8个参试品种的第7位。 rn,（1）播期和播量：10月5-25日播种，最佳播期10月10日左右；高肥力地块亩播量6-9kg，中低肥力9-10kg，如延期播种，以每推迟3天增加0.5kg播量为宜。（2）田间管理：一般全生育期每亩施肥量：有机肥3000kg，纯氮14kg，磷（P2O5）10kg，钾（K2O）7.5kg，硫酸锌1kg。磷、钾肥和微肥一次性底施，其中氮肥的底肥与追肥的比例为5：5，拔节期追肥；根据病虫害发生情况，在拔节期每亩喷施20%三唑酮100mL兑水30kg防治白粉病，可用吡虫啉40g/亩防治蚜虫。rn,
豫审麦2015008,小麦,2015,河南省,河南俊达种业有限公司,否,中育9号/周麦16,特征特性：属半冬性中熟品种，全生育期228.8～233.6天。幼苗半匍匐，叶片宽长，叶色浓绿；冬季抗寒性较好，分蘖力弱，成穗率低，春季起身略晚，两级分化快，抽穗偏早，抗倒春寒能力一般；株型偏紧凑，旗叶上冲，穗下节长，穗层整齐，株高76.2～80.7cm，茎秆弹性一般，抗倒性较弱；长方型穗，长芒、白壳、白粒，籽粒角质，饱满度好。产量构成三要素：亩穗数38.2～39.8万，穗粒数34.2～35.5粒，千粒重43.8～46.9g。rn抗病鉴定：2013～2014年连续两年河南省农业科学院植物保护研究所抗病鉴定：中抗条锈病，中感叶锈病，中感白粉病，中感纹枯病，高感赤霉病。rn品质分析：2013年农业部农产品质量监督检验测试中心(郑州)检测：蛋白质13.75%，湿面筋30.0%，容重781g/L，白度72.5%，沉淀指数58mL，硬度65HI，降落数值325s，吸水量60.2mL/100g，形成时间2.9min，稳定时间3.0min，弱化度137.0F.U.，出粉率72.3%；2014年检测，蛋白质13.66%，湿面筋25.7%，容重782g/L，白度71.7%，沉淀指数57mL，硬度63HI，降落数值412s，吸水量62.2mL/100g，形成时间2.5min，稳定时间1.7min，弱化度201F.U.，出粉率65.1。rn,产量表现：2012～2013年度河南省冬水A组区域试验，13点汇总，8点增产，5点减产，增产点率61.5%，平均亩产500.5kg，比对照品种周麦18增产1.2%，不显著，居15个参试品种第10位；2013～2014年度河南省冬水C组区域试验，12点汇总，9点增产，3点减产，增产点率75.0%，平均亩产568.7kg，比对照品种周麦18增产0.7%，不显著，居15个参试品种第13位。2014～2015年度河南省冬水B组生产试验，14点汇总，13点增产，1点减产，平均亩产541.9kg，比对照品种周麦18增产5.0%，居8个参试品种第4位。,1、播期和播量：10月5～15日播种，最佳播期10月10日左右；高肥力地块亩播量8～9kg，如延期播种，以每推迟3天增加0.5kg播量为宜。rn2、田间管理：播前应施足底肥，注意有机肥和氮磷钾配合使用，一般亩施二铵30～35kg、尿素15～20kg，小麦起身前及时追肥，亩施尿素25kg，肥力差的地块应适当增加5～8kg/亩。浇水：根据墒情浇拔节水，全生育期根据雨量浇水3～4次。病虫害防治，加强对赤霉病、纹枯病、白粉病和小麦蚜虫的防治。rn,该品种符合河南省小麦品种审定标准，通过审定。
豫审麦2011004,小麦,2011,河南省,浚县王庄乡农业科普站、河南浚原种业有限公司,否,豫麦52号/郑麦9023//周麦13号,属弱春性大穗型早熟品种，平均全生育期229.8天，比对照偃展4110晚熟0.5天。幼苗半直立，苗势一般，冬季耐寒性较好，春季起身拔节晚，抽穗迟；株高70cm左右，株型偏紧凑，茎秆弹性好，较抗倒伏；旗叶上冲，长相清秀，长方型中穗，均匀，子粒半角质，饱满；根系活力强，耐后期高温。产量构成三要素为：亩成穗数32.9万，穗粒数33.6粒，千粒重50.1g。,2007～2008年度参加省春水ⅱ组区试，10点汇总，6点增产4点减产，平均亩产497.5kg，比对照偃展4110增产2.58%，差异不显著，居13个参试品种的第4位；2008～2009年度续试，11点汇总，7点增产4点减产，平均亩产473.7kg，比对照偃展4110增产4.1%，差异显著，居13个参试品种第7位。,（1）播期和播量：播期10月10～15日为宜；每亩播量8～10kg，基本苗15～20万为宜,
豫审麦20190019,小麦,2019,河南省,侯志伟,否,内乡188/开麦18//泰山21,半冬性品种，全生育期216.1～232.3天，平均熟期比对照品种周麦18早熟0.6天。幼苗半直立，叶色黄绿，苗势壮，分蘖力一般，成穗率较高，冬季抗寒性一般。春季起身拔节略慢，两极分化快，抽穗早。株高69.5～73.1厘米，株型紧凑，抗倒性较好。旗叶宽短，穗下节短，穗层整齐，熟相一般。穗纺锤形，长芒，白壳，白粒，籽粒半角质，饱满度中等。亩穗数37.3～42.3万，穗粒数31.0～35.5粒，千粒重42.9～46.4克。,2015～2016年度河南省冬水组区试，12点汇总，达标点率91.7%，平均亩产529.7公斤，比对照品种周麦18增产3.9%；2016～2017年度续试，13点汇总，达标点率100%，平均亩产527.3公斤，比对照品种周麦18增产3.4%；2017～2018年度生产试验，13点汇总，达标点率92.3%，平均亩产455.1公斤，比对照品种周麦18增产4.8%。,适宜播种期10月上中旬，每亩适宜基本苗12～15万。注意防治蚜虫、叶锈病、纹枯病、赤霉病、条锈病和白粉病等病虫害，注意预防倒春寒。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）早中茬地种植。
豫审麦20180029,小麦,2018,河南省,浚县丰黎种业有限公司,否,开麦18/济麦20//偃展4110/新麦18,"半冬性品种，全生育期230～232天，平均比对照品种周麦18熟期略早。幼苗半匍匐，苗期叶片宽、短，叶色浅绿，苗势壮，分蘖力较强，冬季抗寒性较好。春季起身迟，两极分化快，苗脚利索，抽穗早，耐倒春寒能力一般。株高80.4～86.6厘米，株型偏紧凑，茎秆蜡质重、弹性一般，抗倒性中等。旗叶及下部叶片小，株行间通风透光性好，穗下节长。叶功能期长，耐后期高温，熟相好。穗长方形，小穗排列较密，长芒，白壳，白粒，籽粒半角质，饱满度较好。亩穗数38.5～40.4万，穗粒数33.8～35.2粒，千粒重45.8～48.1克。抗病鉴定：中感条锈病、叶锈病和白粉病, 高感纹枯病和赤霉病。品质结果：2016年检测，蛋白质含量14.25%，容重790克/升，湿面筋含量34.0%，降落数值452秒，沉淀指数56毫升，吸水量60.4毫升/100克，形成时间4.7分钟，稳定时间4.2分钟，弱化度94FU，出粉率68.3%，硬度70HI，延伸性165毫米，最大拉伸阻力230EU，拉伸面积53平方厘米；2017年检测，蛋白质含量15.10%，容重802克/升，湿面筋含量32.8%，降落数值434秒，沉淀指数68毫升，吸水量60.5毫升/100克, 形成时间5.7分钟，稳定时间6.1分钟，弱化度108FU，出粉率71.5%，硬度73HI, 延伸性131毫米，最大拉伸阻力152EU，拉伸面积30平方厘米。","2015～2016年度参加河南省小麦冬水组区域试验，增产点率91.7%，平均亩产543.3千克，比对照增产6.6%；2016～2017年度续试，增产点率76.9%，平均亩产531.2千克, 比对照增产4.2%；2016～2017年度生产试验，增产点率92.9%，平均亩产537.8千克，比对照增产4.1%。",适宜播种期10月上中旬，每亩适宜基本苗15～18万。注意防治蚜虫、条锈病、叶锈病、白粉病、赤霉病和纹枯病等病虫害，返青期肥水适当推迟，增强抗倒伏能力。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）早中茬地种植。
豫审麦20180019,小麦,2018,河南省,浚县丰黎种业有限公司,否,周麦16/濮麦9号,半冬性品种，全生育期230～232天，平均比对照品种周麦18早熟1天。幼苗半匍匐，苗势壮，分蘖力中等，冬季抗寒性好。春季起身早，两极分化快，苗脚利索，耐倒春寒能力较弱。株高78.0～84.3厘米，株型松散，茎秆弹性较弱，抗倒性较弱。旗叶下披，茎、叶、穗蜡质重，穗层厚。不耐后期高温，熟相一般。穗纺锤形，长芒，白壳，白粒，籽粒粉质，饱满度中等。亩穗数39.8～45.5万，穗粒数34.4～38.4粒，千粒重39.4～42.2克。抗病鉴定：中感条锈病、白粉病和纹枯病，高感叶锈病和赤霉病。品质结果：2015年检测，蛋白质含量13.21%，容重798克/升，湿面筋含量27.6%，降落数值397秒，沉淀指数66毫升，吸水量57.6毫升/100克，形成时间2.3分钟，稳定时间2.3分钟，弱化度123FU，出粉率68.0%，硬度51HI；2016年检测，蛋白质含量12.73%，容重756克/升，湿面筋含量27.4%，降落数值371秒，沉淀指数65毫升，吸水量55.1毫升/100克，形成时间2.7分钟，稳定时间2.9分钟，弱化度101FU，出粉率67.0%，硬度51HI，延伸性170毫米，最大拉伸阻力208EU，拉伸面积51平方厘米。,2014～2015年度参加河南省小麦冬水组区域试验，增产点率80.0%，平均亩产540.4千克，比对照增产4.4%；2015～2016年度续试，增产点率91.7%，平均亩产555.3千克，比对照增产6.9%；2016～2017年度生产试验，增产点率85.7%，平均亩产543.2千克，比对照增产4.3%。,适宜播种期10月上中旬，每亩适宜基本苗12～16万。注意防治蚜虫、条锈病、叶锈病、白粉病、赤霉病和纹枯病等病虫害，返青期肥水适当推迟，防止倒伏。,该品种符合河南省小麦品种审定标准，通过审定。适宜河南省（南部长江中下游麦区除外）早中茬地种植。
